date,LNMV,PE,score,H_T,H_T,kama,ema12,ema13,ema14,ema15,ema16,ema17,ema18,ema19,ema20,ema21,ema22,ema23,ema24,ema25,ema26,ma_5,ma_6,ma_7,ma_8,ma_9,ma_10,ma_11,ma_12,ma_13,ma_14,ma_15,ma_16,ma_17,ma_18,ma_19,ma_20,fluctuation
2021/6/7,27.09145302,510.0088836,110.1217532,206.1459435,206.1459435,224.4551193,201.7780633,202.0474163,202.3474506,202.6737282,203.0215831,203.3865617,203.7646591,204.1524193,204.5469535,204.945909,205.3474146,205.7500152,206.1526054,206.5543673,206.9547145,200.40268,201.7366833,202.9576286,203.3850125,203.1826,203.07901,202.2197091,201.6675083,200.6023154,200.0323857,199.51534,199.3318813,198.8160824,198.6946333,199.0650895,199.595835,1.01
2021/6/8,27.08801659,508.7109581,6.9923667,204.3785504,204.3785504,224.4238706,201.6886226,201.9258847,202.1940153,202.4890947,202.8068794,203.1432197,203.4943013,203.8567641,204.2277405,204.6048442,204.9861317,205.3700503,205.7553826,206.1411913,206.526769,199.04868,200.5350167,201.6595429,202.7375125,203.1418667,202.98401,202.9078909,202.1344583,201.6312923,200.6447714,200.1100067,199.620425,199.4415765,198.9483389,198.8263211,199.17167,-0.2545
2021/6/9,27.0811081,504.6570478,7.958709484,202.9127725,202.9127725,223.2347562,201.3662649,201.5926571,201.8472494,202.1271104,202.4287882,202.748736,203.0835768,203.4302509,203.7860825,204.1487935,204.5164865,204.8876095,205.2609138,205.6354096,206.0103239,198.626,199.13945,200.4004857,201.4012625,202.3881556,202.78701,202.6757636,202.631675,201.9389846,201.4857214,200.5746733,200.0777125,199.6188294,199.4500056,198.9822842,198.86467,-0.8
2021/6/10,27.09999278,514.2144995,15.34699555,201.3789461,201.3789461,221.6092319,201.6750399,201.8470359,202.0507265,202.2828938,202.5399298,202.818179,203.1141645,203.4247186,203.7470458,204.078739,204.4177655,204.7624371,205.1113711,205.4634488,205.8177754,201.11132,199.4172167,199.7442857,200.7720875,201.6203778,202.48667,202.8403091,202.7338917,202.6887231,202.0414357,201.61156,200.7495875,200.2715706,199.8274111,199.6564947,199.201835,1.89
2021/6/11,27.09999278,514.0206535,15.01776867,200.3450292,200.3450292,220.1699364,201.9245262,202.0541312,202.2168575,202.4096227,202.6289688,202.8713631,203.1334078,203.411969,203.7042443,204.0077872,204.3205017,204.6406195,204.9666678,205.2974327,205.6319231,201.834,201.47555,199.9714286,200.1883375,201.0526,201.78801,202.5603091,202.8783417,202.7771846,202.73215,202.12512,201.7168813,200.8994176,200.4396333,200.0100053,199.838505,-0.04
2021/6/14,27.11182724,520.5945621,18.29839867,199.8668081,199.8668081,218.6814249,202.5356297,202.6030692,202.7075021,202.8455045,203.0134011,203.2074977,203.4242538,203.6603937,203.9129677,204.1793745,204.4573586,204.7449901,205.040635,205.3429223,205.6507089,202.67134,202.5111167,202.1071429,200.7120875,200.8226,201.53701,202.1615273,202.8383417,203.1105231,203.0000071,202.94312,202.3608438,201.9627529,201.1770444,200.7268474,200.30434,1.28
2021/6/15,27.0811081,505.1458769,17.0695141,199.8456549,199.8456549,216.7439735,202.1127175,202.2007308,202.3180621,202.4631548,202.6337912,202.8274133,203.0413615,203.273039,203.5200146,203.7800804,204.051276,204.3318908,204.6204518,204.9157043,205.2165879,202.38934,202.1905667,202.1219143,201.8170875,200.6092667,200.71901,201.3778909,201.963625,202.6036,202.8731071,202.7857867,202.7458438,202.2094235,201.8418611,201.1038684,200.67984,-2.97
2021/6/16,27.09145302,509.7897534,10.83442568,200.217022,200.217022,215.0944385,202.0374231,202.118243,202.2254341,202.358191,202.5149516,202.6937102,202.8922601,203.1083675,203.3398877,203.5848357,203.8414228,204.1080696,204.3834035,204.6662459,204.9555947,202.79534,202.2616667,202.1095286,202.0595875,201.7955556,200.71067,200.8012182,201.3983417,201.9374462,202.5335786,202.7897867,202.7131313,202.6798118,202.1768611,201.8303579,201.12984,0.92
2021/6/17,27.11014516,519.6759005,16.6852534,201.0151643,201.0151643,214.0528792,202.5752504,202.6061085,202.6664834,202.7550809,202.8700542,203.0092261,203.1702756,203.350881,203.5488185,203.7620242,203.988628,204.2269658,204.4755778,204.7331974,204.9987347,203.22734,203.2516667,202.7290429,202.5375,202.4455556,202.16933,201.1490909,201.1955583,201.7164154,202.1942929,202.73356,202.9612563,202.8790235,202.8383389,202.3535158,202.015505,1.94
2021/6/18,27.12019549,525.3311475,9.81807309,201.8104931,201.8104931,213.1102386,203.3744423,203.343806,203.3469484,203.3819357,203.4464953,203.5381526,203.6543639,203.7926253,203.9505517,204.1259278,204.3167363,204.5211687,204.7376221,204.9646898,205.2011451,204.122,203.98445,203.8971429,203.3591625,203.1188889,202.978,202.6784818,201.7008333,201.7012846,202.1488143,202.5660067,203.0483375,203.2441235,203.1507444,203.0979,202.62434,1.09
